TraceView Name:,Technical Requirements,,,,,,
,,,,,,,
Source,,,,1 Level Downstream,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
Technical Requirement,GDP-GDSTR-43,"Show ""doors left open"" in BUI","System shall not cut off ""doors left open"" with in the BUI.",,,,
Technical Requirement,GDP-GDSTR-44,"Fix defect to allow saving new ""local destination for logs""","Shall fixed defect in IT Settings that prevented saving new ""local destination for logs"" after selecting ""Copy Now"" button",,,,
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-14,Test 0001 Verify Default Settings availability in Exposure settings page," 


 
	 This Test case is to test that all default settings of Multiple Exposure feature are available and being listed appropriately.
	 
		 The first screenshot is to show that where Exposure setting button is located.  
		 The second screenshot is show that what default settings of Exposure Settings page has.  
	 
	 
 

  


  


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-15,Test 0002 default settings in Exposure Settings page can't be deleted,"This test case is to test that users can't delete all default settings in Multiple Exposure page. 


 
	 The first screenshot is a Grid Table and second screenshot is a dialog log with ""Default settings cannot be removed""  
 

  


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-16,Test 0004 Media Code Text Box is allowed only upper case letters,"This test cases is to test that Test Media Code Text Box is allowed only upper case letters, if a user enters lower cases which will automatically be converted into upper cases and saved. 


  


  


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-17,Test 0005 the maximum length of EM Media Code Text Box with 2 alphabets,This test case is to Test the maximum length of Media Code Text Box with 2 alphabets
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-18,Test 0003 EM Media Code text box doesn't accept more than 2 alphanumeric,"This test case is to test that Media Code field doesn't accept more than 2 alphanumeric. When more than 2 alphanumeric is entered,  a warning dialog displayed 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-19,Test 0008 EM Media Code text box doesn't accept less than 2 alphabets,"This test case is to test that a warning message appears when less than 2 alphabets is entered., Also nothing is broken"
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-22,Test 0010 the maximum length of EM Media Code text box with two numeric only,"This test case is to test that Media Code text box accepts 2 numeric only and nothing is broken 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-23,Test 0020 the Maximum length of EM Media Type field with 12 alphanumeric,"This test case is to test the Maximum length of Media Type field. 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-24,Test 0017 the maximum length of EM Media Type text box with 12 alphanumeric including special characters,"This test case is to test that Media Type field can accept 12 alphanumeric including special characters


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-25,Test 0016 the minimum length of Media Type text box,This test case is to test the minimum length of Media Type Field
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-26,Test 0019 Media Type text box with blank,"This test case is to test that Media Type text box with blank value


  


  


  


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-27,Test 0034  the maximum length of Exposure Time  text box,"This test case is to test the maximum length of Exposure Time text box; allow to enter up to 4 digits 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-28,Test 0018 EM Exposure Time text box with exceeding maximum length ,"This test case is to test that a warning message prompts when a length is greater than the maximum length of exposure Time field is entered. 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-29,Test 0037 less than the minimum length of Exposure Time text box,This test case is to test that a warning message appears when a length is less than the minimum length of Exposure Time field is entered. 
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-30,Test 0038 ExposureSettings.xml file having new settings,This test case is to test that all new settings are saved into ExposureSettings.xml file correctly
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-31,"Test 0015 the ""Duplicate Exposure Setting"" warning dialog box appearance of Media Code text box ","This test case is to test that a ""Duplicate Exposure Setting"" warning dialog box appears when a duplicate value is entered into Media Code text box and a duplicate valua is not accepted"
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-32,Test 0040 GrowthDirect automatically recreates ExposureSettings.xml file,"This test case is to test that when ExposureSettings.xml file is deleted, GrowthDirect will automatically regenerate ExposureSettings.xml file with all default settings after GrowthDirect is restarted. "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-34,Test 0025  the maximum length of BB Media Code text box with 2 alphanumeric,This test case is to test the maximum length of Media Code text box with 2 alphanumeric
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-45,Test 0006 EM Media Code text box doesn't accept more than 2 alphabets,"This test case is to test that Media Code field doesn't accept more than 2 alphabets. When more than 2 alphanumeric is entered,  a warning dialog displayed 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-46,Test 0007 EM Media Code text box doesn't accept more than 2 numeric ,"This test case is to test that Media Code field doesn't accept more than 2 numeric. When more than 2 numeric is entered,  a warning dialog displayed 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-47,Test 0009 EM Media Code text box doesn't accept less than 2 numeric ,"This test case is to test that a warning message appears when less than 2  numeric is entered., Also nothing is broken"
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-48,Test 0011 BB Media Code text box doesn't accept more than 2 alphanumeric,"This test case is to test that Media Code field doesn't accept more than 2 alphanumeric. When more than 2 alphanumeric is entered,  a warning dialog displayed 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-49,Test 0021 BB Media Code text box doesn't accept more than 2 alphabets,"This test case is to test that Media Code field doesn't accept more than 2 alphabets. When more than 2 alphanumeric is entered,  a warning dialog displayed 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-50,Test 0023 BB Media Code text box doesn't accept more than 2 numeric ,"This test case is to test that Media Code field doesn't accept more than 2 numeric. When more than 2 numeric is entered,  a warning dialog displayed 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-51,Test 0022 BB Media Code text box doesn't accept less than 2 alphabets,"This test case is to test that a warning message appears when less than 2 alphabets is entered., Also nothing is broken"
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-52,Test 0024 BB Media Code text box doesn't accept less than 2 numeric ,"This test case is to test that a warning message appears when less than 2  numeric is entered., Also nothing is broken"
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-53,Test 0026 the maximum length of BB Media Code text box with two numeric only,"This test case is to test that Media Code text box accepts 2 numeric only and nothing is broken 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-54,Test 0029 the Maximum length of BB Media Type field with 12 alphanumeric,"This test case is to test the Maximum length of Media Type field. 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-VER-55,Test 0031 the maximum length of Media Type text box with 12 alphanumeric including special characters,"This test case is to test the maximum length of Media Type text box with 12 alphanumeric including special characters


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-57,Test 0030 the minimum length of Media Type text box,"This test case is to test the minimum length of Media Type text box.


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-58,Test 0032 Media Type text box with blank,"This test case is to test that Media Type text box with a blank value


  


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-981,Test 0033 the maximum length of Exposure Time  text box,"This test case is to test the maximum length of Exposure Time text box; allow to enter up to 4 digits 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-982,Test 0035 Exposure Time text box with exceeding maximum length ,"This test case is to test that a warning message prompts when a length is greater than the maximum length of exposure Time text box is entered. 


  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-983,Test 0036  less than the minimum length of Exposure Time text box,This test case is to test that a warning message appears when a length is less than the minimum length of Exposure Time field is entered. 
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1004,Test 0039 ExposureSettings.xml file having new settings,This test case is to test that all new settings are saved into ExposureSettings.xml file correctly
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1005,"Test 0027 the ""Duplicate Exposure Setting"" warning dialog box appearance of Media Code text box ","This test case is to test that a ""Duplicate Exposure Setting"" warning dialog box appears when a duplicate value is entered into Media Code text box and a duplicate valua is not accepted"
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1031,Test 0012 System with a new Media code and Exposure time 400,"This test case is to test that a new Media Code with exposure time can be added and used. 

Pre-Requisite: 

1. Serial number barcode labels with media code QA are ready for use. Send a request to consumer group for printing out EM

2. Physical  EM cassettes are ready 

3. Print out Sample labels

 "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1299,Test 0013 System with a new Media code and Exposure time  600,"This test case is to test that a new Media Code with exposure time can be added and used. 

Pre-Requisite: 

1. Serial number barcode labels with media code FA are ready for use. Send a request to consumer group for printing out EM

2. Physical  Filtration cassettes are ready 

3. Print out Sample labels

 "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1313,Test 0014 the same deleted Media Code can be re-added.  ,This test case is to test that the same deleted Media Code can be re-added 
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1314,Test 0028 the same deleted Media Code can be re-added.  ,This test case is to test that the same deleted Media Code can be re-added 
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1420,Test 0045 System performance when it has a large number of EM and Filtration cassettes with multiple exposure settings,"This test case is to test GrowthDirect system is sending correct exposure times to Vision server when Exposure time is configured manually.


 This test has a large number of EM and Filtration cassettes with multiple different exposure settings. 

Configuration:

Image interval : 4 hour 

Incubation Time: 3 days

Prepare 30 filtration and 30 EM with Media Code: T8, TS,SD, DE, TT, R2, and SD

Print out Sample ID for those cassettes

Configure Exposure setting with the following table



 


 
	 
		 
			 Test Type 
			 Media Code 
			 Media Type 
			 Exposure Time(MS) 
			 Product SKU 
			 Comment  
		 
		 
			 EM 
			 T8 
			 TSA LP80 
			 200 
			 SKU-ET80-100 
			   
		 
		 
			 EM 
			 T4 
			 TSA LP80HT 
			 400 
			 SKU-ET80HT-100 
			   
		 
		 
			 EM 
			 SD 
			 SDA 
			 600 
			 SKU-ESDA-100 
			   
		 
		 
			 EM 
			 DE 
			 DE 
			 800 
			 SKU-BTST-048 
			   
		 
		 
			 Filtration 
			 TS 
			 TSA LP80+Tween 
			 200 
			 SKU-BTST-048 
			   
		 
		 
			 Filtration 
			 R2 
			 R2A 
			 400 
			 SKU-BR2A-048 
			   
		 
		 
			 Filtration 
			 SD 
			 SDA 
			 600 
			 SKU-SDA-048 
			   
		 
		 
			 Filtration 
			 TS 
			 TSA 
			 800 
			 SKU-BTSA-048 
			   
		 
	 
 

  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1430,Test 0041 Media Code SD EM cassette with default exposure time (400 ms),"This test case is to test system sends all commands correctly when it has a large number of EM and Filtration cassettes with multiple exposure settings

Configuration:

Image interval : 4 hour 

Incubation Time: 3 days

 


 
	 
		 
			 Test Type 
			 Media Code 
			 Media Type 
			 Product SKU 
			 Comment  
		 
		 
			 EM 
			 T8 
			 TSA LP80 
			 SKU-ET80-100 
			   
		 
		 
			 EM 
			 T4 
			 TSA LP80HT 
			 SKU-ET80HT-100 
			   
		 
		 
			 EM 
			 SD 
			 SDA 
			 SKU-ESDA-100 
			   
		 
		 
			 EM 
			 DE 
			 DE 
			 SKU-BTST-048 
			   
		 
		 
			 Filtration 
			 TS 
			 TSA LP80+Tween 
			 SKU-BTST-048 
			   
		 
		 
			 Filtration 
			 R2 
			 R2A 
			 SKU-BR2A-048 
			   
		 
		 
			 Filtration 
			 SD 
			 SDA 
			 SKU-SDA-048 
			   
		 
		 
			 Filtration 
			 TS 
			 TSA 
			 SKU-BTSA-048 
			   
		 
	 
 

  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1434,Test 0043 Media Code SD EM cassette with Custom exposure time (699 ms),"This test case is to test that GrowthDirect system is sending correct exposure time(ms) to vision when Exposure Setting is configured manually (not default)


 Configuration:

Image interval : 4 hour 

Incubation Time: 3 days

Print out Sample ID for those cassettes

Configure Exposure setting with the following table



 


 
	 
		 
			 Test Type 
			 Media Code 
			 Media Type 
			   Custom   

			Exposure Time(MS) 
			 Product SKU 
			 Comment  
		 
		 
			 EM 
			 T8 
			 TSA LP80 
			 255 
			 SKU-ET80-100 
			   
		 
		 
			 EM 
			 T4 
			 TSA LP80HT 
			 356 
			 SKU-ET80HT-100 
			   
		 
		 
			  EM  
			  SD  
			  SDA  
			  699  
			  SKU-ESDA-100  
			   
		 
		 
			 EM 
			 DE 
			 DE 
			 800 
			 SKU-BTST-048 
			   
		 
		 
			 EM 
			 T8 
			 TSALP80 
			 155.5 
			 SKU-ET80-100 
			 Negative case 
		 
		 
			 Filtration 
			 TS 
			 TSA LP80+Tween 
			 700 
			 SKU-BTST-048 
			   
		 
		 
			 Filtration 
			 R2 
			 R2A 
			 500 
			 SKU-BR2A-048 
			   
		 
		 
			 Filtration 
			 SD 
			 SDA 
			 605 
			 SKU-SDA-048 
			   
		 
		 
			 Filtration 
			 TS 
			 TSA 
			 800 
			 SKU-BTSA-048 
			   
		 
		 
			 Filtration 
			 TS 
			 TSA LP80+Tween 
			 400 
			 SKU-BTST-048 
			   
		 
		 
			 Filtration 
			 SD 
			 SDA 
			 600.5 
			 SKU-SDA-048 
			 Negative case 
		 
	 
 

  "
Technical Requirement,GDP-GDSTR-45,Multiple exposure,The System Software shall support a defined image exposure time per supported media and application type,Verification,GDP-Verfication-1438,Test 0044 Media Code SD BB cassette with custom exposure time (605 MS),"This test case is to test GrowthDirect system is sending correct exposure time to vision  when the exposure settings is configured manually. 

Configuration:

Image interval : 4 hour 

Incubation Time: 3 days

 


 
	 
		 
			 Test Type 
			 Media Code 
			 Media Type 
			   Custom   

			Exposure Time(MS) 
			 Product SKU 
			 Comment  
		 
		 
			 EM 
			 T8 
			 TSA LP80 
			 255 
			 SKU-ET80-100 
			   
		 
		 
			 EM 
			 T4 
			 TSA LP80HT 
			 356 
			 SKU-ET80HT-100 
			   
		 
		 
			  EM  
			  SD  
			  SDA  
			  699  
			  SKU-ESDA-100  
			   
		 
		 
			 EM 
			 DE 
			 DE 
			 800 
			 SKU-BTST-048 
			   
		 
		 
			 EM 
			 T8 
			 TSALP80 
			 155.5 
			 SKU-ET80-100 
			 Negative case 
		 
		 
			 Filtration 
			 TS 
			 TSA LP80+Tween 
			 700 
			 SKU-BTST-048 
			   
		 
		 
			 Filtration 
			 R2 
			 R2A 
			 500 
			 SKU-BR2A-048 
			   
		 
		 
			  Filtration  
			  SD  
			  SDA  
			  605  
			  SKU-SDA-048  
			   
		 
		 
			 Filtration 
			 TS 
			 TSA 
			 800 
			 SKU-BTSA-048 
			   
		 
		 
			 Filtration 
			 TS 
			 TSA LP80+Tween 
			 400 
			 SKU-BTST-048 
			   
		 
		 
			 Filtration 
			 SD 
			 SDA 
			 600.5 
			 SKU-SDA-048 
			 Negative case 
		 
	 
 

  


  "
Technical Requirement,GDP-GDSTR-46,Email log to multiple addresses,System shall have the ability to send log via email to multiple addresses.,Verification,GDP-Verfication-1749,SRD 1041 Send Logs to multiple email addresses,"Testing requires an instrument or simulator configured with a bridge computer.  


  


   Bridge computer SMTP setup is required as per     RDT0047 SMTP Server Installation Instructions Rev A  


  


   Growth Direct configuration for SMTP server.  


  


   Copy and Email Diagnostic files menu  


  


      


  


  


  


  "
Technical Requirement,GDP-GDSTR-46,Email log to multiple addresses,System shall have the ability to send log via email to multiple addresses.,Verification,GDP-Verfication-1765,SRD 1041 Recipient Email Address Validation,"Testing requires an instrument or simulator configured with a bridge computer.  


  


   Bridge computer SMTP setup is required as per     RDT0047 SMTP Server Installation Instructions Rev A  


  


   Growth Direct configuration for SMTP server.  


  


   Copy and Email Diagnostic files menu  


  


      


  


  


  


  "
Technical Requirement,GDP-GDSTR-46,Email log to multiple addresses,System shall have the ability to send log via email to multiple addresses.,Verification,GDP-Verfication-1787,SRD 1041 Permission for email of logs,"Testing requires an instrument or simulator configured with a bridge computer.  


  


   Bridge computer SMTP setup is required as per     RDT0047 SMTP Server Installation Instructions Rev A  


  


   Growth Direct configuration for SMTP server.  


  


   Copy and Email Diagnostic files menu  


  


      


  


  


 user with email log disabled.


  


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-47,Display consistent cassette incubation end time,"In order to avoid confusion, cassette incubation end time shall be displayed the same as on the  Cassette Details page",,,,
Technical Requirement,GDP-GDSTR-48,Include Serial Number in log email,"System shall include nine digit ""system"" serial number in an email's subject and body when sending log files.",,,,
Technical Requirement,GDP-GDSTR-49,Multiple record selection display behavior,"The System Software shall display the first report when more than one report item for each report type is selected, and update the display with the current report when printed or saved.",,,,
Technical Requirement,GDP-GDSTR-50,Warn when deleting default LIMS settings,System shall issue warning when deleting default Method/Action Alert/Handling LIMS settings.,,,,
Technical Requirement,GDP-GDSTR-51,"Consistent directory selection for ""Copy and Email"" of logs","System shall have consistent directory selection for ""Copy and Email"" log files.",,,,
Technical Requirement,GDP-GDSTR-52,Worklist Audit Report single sample grammer,"Worklist Audit reports containing a single sample shall display ""1 sample"" instead of ""1 Samples"".",,,,
Technical Requirement,GDP-GDSTR-53,Consistent Serial Number format,"System shall use serial number format on UI and reports consistent with that on cassette label. Example: Change ""12345678-E"" to ""E12345678"".",,,,
Technical Requirement,GDP-GDSTR-54,Remove green checks when removing email address,"After removing an email address within the ""User Email Notifications"" page the system shall remove green checks.",,,,
Technical Requirement,GDP-GDSTR-55,Fix defect to allow saving email address changes on delete,Shall fix defect preventing ability to save the change after deleting an email address in the recipient field.,,,,
Technical Requirement,GDP-GDSTR-56,"Fix defect to remove prepended ""E"" in Serial Number",Shall fix defect resulting in extra 'E' prepended to serial number.,,,,
Technical Requirement,GDP-GDSTR-57,Treat temperature readings under 1 degree as invalid,"To prevent false temperature excursion, System shall treat any reading under 1 deg. invalid.",,,,
Technical Requirement,GDP-GDSTR-58,Log all invalid temperature readings,"To help diagnose incubator issues, all invalid readings shall be logged.",,,,
Technical Requirement,GDP-GDSTR-59,"Separate LIMS changes within ""User Role"" audit report","Within ""User Role"" audit report, LIMS changes shall be in a separate section.",,,,
Technical Requirement,GDP-GDSTR-60,"Prevent multiple instances of ""RestoreDB"" from running","Only a single instance of ""RestoreDB"" utility shall be allowed to run.",,,,
Technical Requirement,GDP-GDSTR-61,Prevent error text from showing through popup,System shall not allow error text (from screen) to show though a popup dialog box.,,,,
Technical Requirement,GDP-GDSTR-62,Log additional UI exception information,System log additional information for exception that occur within UI.,,,,
Technical Requirement,GDP-GDSTR-63,Warn when printing to offline printer,System shall detect and warn operator when attempting to print labels to offline printer.,Verification,GDP-Verfication-1654,1103 ESO Printing and Fix for excessive logging due to networked label printer," 


 Manual Order Test Screen


  


  


  


 Test Panel display


  


  


  


 Home Screen Print Display


  


  


  


 Log output example


  "
Technical Requirement,GDP-GDSTR-64,"Do not include assemblies in the ""Help About"" dialog","System shall not display assemblies (with version numbers) in the ""Help About"" dialog box",,,,
Technical Requirement,GDP-GDSTR-65,"Prevent specific characters in Method, Action Alert and Handling Rules","System shall not allow following characters; ^[()*&^%$#@!\[\]]  in Method, Action Alert and Handling Rules.",,,,
Technical Requirement,GDP-GDSTR-66,"Display ""Failed to process order request""","System shall display ""Failed to process order request"" event in LIMS Tab",,,,
Technical Requirement,GDP-GDSTR-67,Fix incompatibility from using '^' in LIMS label,Bridge Service shall fix incompatibility resulting from used of ^ in LIMS labels in order to restore ability to print LIMS labels using GrowthDirect 2.3.1.15 and prior versions.,Verification,GDP-Verfication-1655,"Bridge Service test for LIMS compatibility when LIM ID has a ""^"" ","Bridge Service shall fix incompatibility resulting from used of ^ in LIMS labels in order to restore ability to print LIMS labels using GrowthDirect 2.3.1.15 and prior versions. 


  


 The following tests must be executed before starting the steps below:


  


  


 GDP-Verification-1630 LIMS Setup


 GDP-Verification-1631 LIMS Sample ID setup


  


 LIMS Request file generator


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-68,Allow selection of multiple report items,The System Software shall allow for selection of one or more report items for each report type.,,,,
Technical Requirement,GDP-GDSTR-69,"Retrieve cassettes while system is in ""Vision"" fatal state","User shall have ability to retrieve cassettes while system is in ""Vision"" fatal state",Verification,GDP-Verfication-1658,1064 Overview Cassette Removal while in error state,"System is not continuing imaging on Vision errors (when continue to image on error option is on) (CS 9191) 


  


 The test requires at lease 1 non-error cassette


  


 Preconditions:


    test case GDP-Verfication-1631 must be run first.   


  


    Operations   


    Access to the vision server is required for this test.   


  "
Technical Requirement,GDP-GDSTR-69,"Retrieve cassettes while system is in ""Vision"" fatal state","User shall have ability to retrieve cassettes while system is in ""Vision"" fatal state",Verification,GDP-Verfication-1659,1064 Cassette Removal while in error state test,"System is not continuing imaging on Vision errors (when continue to image on error option is on) (CS 9191) 


  


 The test requires at lease 1 non-error cassette


  


 Preconditions:


    test case GDP-Verfication-1631 must be run first.   


  


    Operations   


    Access to the vision server is required for this test.   


  


   Technician Manual Test Screen:  


      


  


 Growth Direct Vision Error"
Technical Requirement,GDP-GDSTR-69,"Retrieve cassettes while system is in ""Vision"" fatal state","User shall have ability to retrieve cassettes while system is in ""Vision"" fatal state",Verification,GDP-Verfication-1660,1102 Setup Cassette continue processing on error,"System is not continuing imaging on Vision errors (when continue to image on error option is on) (CS 9191) 


  


 Setup screen:


  


  "
Technical Requirement,GDP-GDSTR-70,"Fix defect with disabled LIMS settings ""Save"" button","Shall fix defect resulting in LIMS settings' ""Save"" button becoming disabled.",,,,
Technical Requirement,GDP-GDSTR-71,"Auto-populate LIMS comments into ""Test"" comment field","System shall auto-populate LIMS comments into ""Test"" comment field on ""Test Report"" and ""Approve page"".",,,,
Technical Requirement,GDP-GDSTR-72,Fix incompatibility in FC_START_MONITOR parameter list,Shall fix incompatibility between GrowthDirect 2.3.0.269 and latest Bridge Computer's FC_START_MONITOR parameter list,,,,
Technical Requirement,GDP-GDSTR-73,Ignore any incubator reading below 1 degree C.,Shall prevent erroneous incubator reading by ignoring any readings below 1 degree C.,,,,
Technical Requirement,GDP-GDSTR-74,Consider part-present sensor value only if gripper closed,System shall consider gripper (IOQ/IMP) part-present sensor value only if gripper is closed. This change prevent IOQ movement resulting from system attempting to identify a cassette after tripping part-present sensor.,,,,
Technical Requirement,GDP-GDSTR-75,Archive all qualified records,Shall fix default resulting in not all qualified records are being archived,,,,
Technical Requirement,GDP-GDSTR-76,"Fix defect resulting in duplicate data within ""Test"" reports","Shall fix defect resulting in duplicated data within ""Test"" reports.",,,,
Technical Requirement,GDP-GDSTR-77,Fix defect which allows incorrect Sterilitiy cassette records to be selected,"Shall fix defect in report where incorrect Sterility cassette records may be selected. Note, this defect is due to a false assumption that cassettes records are sequential, however that is only correct when three sterility cassettes are loaded in ""ABC"" order.",,,,
Technical Requirement,GDP-GDSTR-78,Test if door is unlocked prior to attempting to open,"In order to prevent false ""Contact Service"" warnings, system shall test if door is unlocked prior to attempting to open it.",,,,
Technical Requirement,GDP-GDSTR-79,Email on fatal condition and when cleared,System shall send email on fatal condition and a second email after fatal condition is cleared,,,,
Technical Requirement,GDP-GDSTR-80,Cancel test on specific vision errors,"System shall cancel test on the following vision errors; -5900, -5901, -5903, -5904, -5905",Verification,GDP-Verfication-1646,Overview 1075 Cancel tests on vision errors,"Cancel tests on vision errors 5900, 5901, 5903, 5904, 5905


  


 Provide missing error handling for the following Vision analysis errors; -5900,-5901,-5903,-5904,-5905


  


         CommandFormatError (-5900)

        UnknownCommand (-5901)

        CommandAborted  (-5903)

        PlateIndexError (-5904)

        NewPlateIndexError (-5905)


 NOTE: -5902  is currently not defined.


  


 For the above analysis errors the system shall log error and cancel plate. NOTE: This behavior may be updated in future to recover plate. "
Technical Requirement,GDP-GDSTR-80,Cancel test on specific vision errors,"System shall cancel test on the following vision errors; -5900, -5901, -5903, -5904, -5905",Verification,GDP-Verfication-1647,1075 Test Cancel tests on vision error 5900,"Cancel tests on vision errors 5900, 5901, 5903, 5904, 5905


  


 Provide missing error handling for the  Vision analysis errors CommandFormatError (-5900)


  


 Error Configuration

      


  


  


 Log Verification


  


  


  


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-80,Cancel test on specific vision errors,"System shall cancel test on the following vision errors; -5900, -5901, -5903, -5904, -5905",Verification,GDP-Verfication-1648,1075 Test Cancel tests on vision error 5901,"Provide missing error handling for the Vision analysis errors UnknownCommand (-5901)


  


 Error Configuration


  


  

      


  


  


 Log Verification


  


  


  


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-80,Cancel test on specific vision errors,"System shall cancel test on the following vision errors; -5900, -5901, -5903, -5904, -5905",Verification,GDP-Verfication-1649,1075 Test Cancel tests on vision error 5903,"Provide missing error handling for the Vision analysis errors CommandAborted (-5903)


  


 Error Configuration


       


  


 Log Verification


  


  


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-80,Cancel test on specific vision errors,"System shall cancel test on the following vision errors; -5900, -5901, -5903, -5904, -5905",Verification,GDP-Verfication-1650,1075 Test Cancel tests on vision error 5904,"Provide missing error handling for the Vision analysis errors PlateIndexError (-5904)


  


 Error Configuration


       


  


 Log Verification


  


  


  


  


  


  


  


  "
