TraceView Name:,Verifications,,,,,,
,,,,,,,
1 Level Upstream,,,,Source,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
,,,,Verification,GDP-Verfication-1287,Test: Operator account can send system logs - Multiple emails,
,,,,Verification,GDP-Verfication-1288,Test: Audit Report - User Role - Operator,
,,,,Verification,GDP-Verfication-1289,Test: Audit Report - User Activity - Operator,
,,,,Verification,GDP-Verfication-1290,"Test: A new user with unauthorized Sending system logs, can not email system logs - Single Email","This test case is to test that system has ability to prevent user with administrator privileges emailing system logs


  


  


  


  "
,,,,Verification,GDP-Verfication-1291,Test:  A new user with unauthorized Sending system logs - Several attempts to email,"This test case is a negative test case, keeps attempting to email out system logs


  "
,,,,Verification,GDP-Verfication-1292,Test:  A new user with unauthorized Sending system logs User Role  - Multiple email address,
,,,,Verification,GDP-Verfication-1293,Test: Audit Report - User Role - Unauthorized user,
,,,,Verification,GDP-Verfication-1294,Test: Audit Report - User Activity - Unauthorized user,
,,,,Verification,GDP-Verfication-1295,Test: a new user with administrator role can send system log,
,,,,Verification,GDP-Verfication-1296,Test: a new user with Fieldservice role can send system log,
,,,,Verification,GDP-Verfication-1297,Test: a new user with operator role can send system log,
,,,,Folder,GDP-FLD-111,"SRD1083,1004(Sendsystemlog),1092  Archive fails due to Violation of primary key constraint 'PKcassette' cannot insert duplicate key",
,,,,Verification,GDP-Verfication-1537,Overview,"Test Case, Written By: Hoang Thai Date: 12/21/2017 Reviewed By: Bruce Brennan Date: 12/21/2017



PRD: TFS 3725 - Archive fails due to Violation of primary key constraint 'PKcassette' cannot insert duplicate key



Pre-requisites:

For Archive database testing section

1. Use unit 33's database from \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\SRD1083 TFS3725 Archive fails due to Violation of primary key constraint 'PKcassette' cannot insert duplicate key\Test Data\2.3.0.269_to_2.3.2.21

2. Use simulator and Unit 33's database

3. Delete current GrowthDirect and Archive Database

4. unplug network cable from your simulator machine so system will not send out notification email for this simulator

5. Restore Unit33's database

6. Launch GrowthDirect, open user role, modify operator (add more role for example) and save it

7. Go to IT, select 365, click Archive button wait for the archive process to complete

8. Launch SQL, you will see that an inactive record of userrole (operator)

Note: qualified userrole (or inactive) means inactive (table has o for this specific) user role which has been updated and become old record ( show 0 in Database not 1)





Note:

Please the following website for covert unit https://www.convertunits.com/dates/daysfromnow

For example: enter -366 to get Tuesday, November 29, 2016

Please see screenshot and copy all test data into in \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\SRD1083 TFS3725 Archive fails due to Violation of primary key constraint 'PKcassette' cannot insert duplicate key

Ensure to save logs with TFS number into above folder when entering a defect to TFS

Reminder:

1. All inactive records that older 365 will be moved to archive DB and get deleted from main DB

2. All active records that older 365 will be copied (not moved) to archive DB and will be remained in main DB"
,,,,Verification,GDP-Verfication-1302,Case: 2.3.0.269 >Archive>2.3.0.287>Archive>2.3.1.15>Archive>2.3.2.X>Archive,
,,,,Verification,GDP-Verfication-1303,Case: 2.3.0.269 >Archive>2.3.0.287>Archive>2.3.2.X>Archive,
,,,,Verification,GDP-Verfication-1304,Case: 2.3.0.269 >Archive>>2.3.2.X>Archive,
,,,,Verification,GDP-Verfication-1305,Case: 2.3.0.287 >Archive>>2.3.2.X>Archive,
,,,,Verification,GDP-Verfication-1306,Case: 2.3.1.15 >Archive>>2.3.2.X>Archive,
,,,,Folder,GDP-FLD-112,SRD1048,
,,,,Verification,GDP-Verfication-1538,Overview,"Test Case, Written By:  Hoang Thai  Date: 1/12/2018          Reviewed By:    Bruce Brennan             Date: 1/12/2018

PRD: SRD 1048TFS 3681 Report misalignment - LIMS ID Report Footer and Cassette ID on sticker

Pre-requisites:
Please see screenshot and copy all test data into \\10.0.0.48\sqa\2.3.2_SW_Project\VVR\PRD\SR_1048_TFS_3681 Report misalignment - LIMS ID Report Footer and Cassette ID on sticker

Note:"
,,,,Verification,GDP-Verfication-1309,Test: Default Setting,
,,,,Verification,GDP-Verfication-1310,Test: Serial number format in home page,
,,,,Verification,GDP-Verfication-1311,Test: Serial number format in Test Report page,
,,,,Verification,GDP-Verfication-1312,Test: Serial number format in Audit Report page,
,,,,Folder,GDP-FLD-113,SRD1010 System keeps re-identifying a LIMS cassette on none LIMS instrument,
,,,,Verification,GDP-Verfication-1539,Overview,"Test Case, Written By: Hoang Thai Date: 1/17/2018 Reviewed By: Bruce Brennan Date: 1/17/2018



PRD: SRD 1010 TFS Bug #3687: System keeps re-identifying a LIMS cassette on none LIMS instrument

Pre-requisites:

Please see screenshot and copy all test data into \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\SRD1010 TFS3687 System keeps re-identifying a LIMS cassette on none LIMS instrument



Note:

Pre-requisites:

1. One Instrument has no LIMS

2. Other Instrument has LIMS active

-GD system LIMS is ready

-Bridge computer, copy LIMSInputFileGenerator.exe from \\10.0.0.48\sqa\2.3.2_SW_Project\LIMS\LIMS Simulator Tool"
,,,,Verification,GDP-Verfication-1317,LIMS Instrument: Test: Loading LIMS cassettes on none LIMS system,
,,,,Verification,GDP-Verfication-1318,LIMS Instrument: Test: Loading LIMS cassettes with no order tests,
,,,,Folder,GDP-FLD-114,SRD1073 Attempts to unlock open door results in Contact Service message,
,,,,Verification,GDP-Verfication-1540,Overview,"Test Case, Written By: Hoang Thai Date: 1/17/2018 Reviewed By: Bruce Brennan Date: 1/17/2018



PRD: SRD_1073_TFS_3699_SFC 1197 - Attempts to unlock open door results in Contact Service message

Pre-requisites:

Please see screenshot and copy all test data into \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\SRD1073 TFS3699 SFC1197 Attempts to unlock open door results in Contact Service message



Note:

Pre-requisites:"
,,,,Verification,GDP-Verfication-1320,Test: Unlock left carousel door while it is closed,
,,,,Verification,GDP-Verfication-1321,Test: Unlock left carousel door while it is open,
,,,,Verification,GDP-Verfication-1322,Test: Unlock left carousel door while it is open/close,
,,,,Verification,GDP-Verfication-1323,Test: Unlock right carousel door while it is closed,
,,,,Verification,GDP-Verfication-1324,Test: Unlock right carousel door while it is open,
,,,,Verification,GDP-Verfication-1325,Test: Unlock right carousel door while it is open/close,
,,,,Folder,GDP-FLD-115,SRD1071 Custom Test Report doesn't display redundant Test Data,
,,,,Verification,GDP-Verfication-1541,Overview 0001 - Custom Report Test Overview,"This test case is to test that Custom Test Report doesn't display redundant Test Data (The same Time Point repeated for several times). This Test needs to run against Archive Database, Archive Database, and upgrade scenarios.


 Note: Custom Test Report has Image Count table and Graph moved 


  


  


 Custom Report works as Test Report( Its queries based on OrderTime) 


  


 SQL database information:


 GrowthDirect2 is an active(main) database 


 GD2Archive is is archive database 


  


  Please do all prerequisite steps prior to running test cases against Active database   

 


  Prerequisite for Custom Test Report testing against Active Database 


 Case1: 2.3.0.269 > 2.3.3.x


 
	 Copy Unit 33's GD 2.3.0.269 database to a local drive on your simulator computer 
	 On simulator, uninstall GrowthDirect Software,   
	 Launch SQL management studio, delete existent Active(main) DB and Archive DB 
	 Restore unit 33's Database 
	 Install GrowthDirect version 2.3.0.269 and Launch GrowthDirect 2.3.0.269, wait for GrowthDirect with GreenCheck 
	 Uninstall GrowthDirect version 2.3.0.269  
	 Install GrowthDirect version 2.3.3.X and Launch GrowthDirect 2.3.3.X, wait for GrowthDirect with GreenCheck 
	 Go to Test report and search for the following Tests, write down Date, cassetteIDs 
 

 
	 Cassette ID has no sample ID and LIMS 
	 Cassette ID has Sample ID 
	 Cassette ID has LIMS  
 

  


  Test case highlight for active database 


 One day Range and Cassette has no second label


 One day Range and Cassette has second label (sample ID)


 One day Range and Cassette has second label (LIMS)


 Two day Range and Cassette has no second label


 Two day Range and Cassette has second label (sample ID)


 Two day Range and Cassette has second label (LIMS)


 One Month Range and Cassette has no second label


 One Month Range and Cassette has second label (sample ID)


 One Month Range and Cassette has second label (LIMS)


  


  


  Please do all prerequisite steps prior to run test cases against archive database 


  Prerequisite for Custom Test Report testing against Active Database  


 Case2: 2.3.0.269 > 2.3.3.x


 
	 Copy Unit 33's GD 2.3.0.269 database to a local drive on your simulator computer 
	 On simulator, uninstall GrowthDirect Software,   
	 Launch SQL management studio, delete existent Active(main) DB and Archive DB 
	 Restore unit 33's Database 
	 Install GrowthDirect version 2.3.0.269 and Launch GrowthDirect 2.3.0.269, wait for GrowthDirect with GreenCheck 
	 Uninstall GrowthDirect version 2.3.0.269  
	 Install GrowthDirect version 2.3.3.X and Launch GrowthDirect 2.3.3.X, wait for GrowthDirect with GreenCheck 
	  IT settings, Older Than drop-down list, select 30 
	 Click Archive now Button,  
	 Go to Test report and search for the following Tests, write down Date, cassetteIDs 
 

 
	 Cassette ID has no sample ID and LIMS 
	 Cassette ID has Sample ID 
	 Cassette ID has LIMS 
 

  


  Test case highlight   for archive database 


 One day Range and Cassette has no second label


 One day Range and Cassette has second label (sample ID)


 One day Range and Cassette has second label (LIMS)


 Two day Range and Cassette has no second label


 Two day Range and Cassette has second label (sample ID)


 Two day Range and Cassette has second label (LIMS)


 One Month Range and Cassette has no second label


 One Month Range and Cassette has second label (sample ID)


 One Month Range and Cassette has second label (LIMS)


  


  Repeat  all above test cases with all of the following upgrade scenarios  


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


 
	 Copy Unit 33's GD 2.3.0.269 database to a local drive on your simulator computer 
	 On simulator, uninstall GrowthDirect Software,   
	 Launch SQL management studio, delete existent Active(main) DB and Archive DB 
	 Restore unit 33's Database 
	 Install GrowthDirect version 2.3.0.269 and Launch GrowthDirect 2.3.0.269, wait for GrowthDirect with GreenCheck 
	 Uninstall GrowthDirect version 2.3.0.269  
	 Install GrowthDirect version 2.3.0.287 and Launch GrowthDirect 2.3.0.287, wait for GrowthDirect with GreenCheck 
	 Uninstall GrowthDirect version 2.3.0.287  
	 Install GrowthDirect version 2.3.1.15  and Launch GrowthDirect 2.3.1.15, wait for GrowthDirect with GreenCheck 
	 Uninstall GrowthDirect version 2.3.1.15  
	 Install GrowthDirect version 2.3.3.X  and Launch GrowthDirect 2.3.3.X, wait for GrowthDirect with GreenCheck 
	 Go to Test report and search for the following Tests, write down Date, cassetteIDs 
 

 
	 Cassette ID has no sample ID and LIMS 
	 Cassette ID has Sample ID 
	 Cassette ID has LIMS 
 

  


  Test case highlight   for archive database 


 One day Range and Cassette has no second label


 One day Range and Cassette has second label (sample ID)


 One day Range and Cassette has second label (LIMS)


 Two day Range and Cassette has no second label


 Two day Range and Cassette has second label (sample ID)


 Two day Range and Cassette has second label (LIMS)


 One Month Range and Cassette has no second label


 One Month Range and Cassette has second label (sample ID)


 One Month Range and Cassette has second label (LIMS)


  


  


 Case4:  Install 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


 
	 Copy Unit 33's GD 2.3.0.287 database to a local drive on your simulator computer 
	 On simulator, uninstall GrowthDirect Software,   
	 Launch SQL management studio, delete existent Active(main) DB and Archive DB 
	 Restore unit 33's Database 
	 Install GrowthDirect version 2.3.0.287 and Launch GrowthDirect 2.3.0.287, wait for GrowthDirect with GreenCheck 
	 Uninstall GrowthDirect version 2.3.0.269  
	 Install GrowthDirect version 2.3.1.15 and Launch GrowthDirect 2.3.1.15, wait for GrowthDirect with GreenCheck 
	 Uninstall GrowthDirect version 2.3.1.15  
	 Install GrowthDirect version 2.3.1.16  and Launch GrowthDirect 2.3.1.16, wait for GrowthDirect with GreenCheck 
	 Uninstall GrowthDirect version 2.3.1.16  
	 Install GrowthDirect version 2.3.3.X  and Launch GrowthDirect 2.3.3.X, wait for GrowthDirect with GreenCheck 
	 Go to Test report and search for the following Tests, write down Date, cassetteIDs 
 

 
	 Cassette ID has no sample ID and LIMS 
	 Cassette ID has Sample ID 
	 Cassette ID has LIMS 
 

  


  Test case highlight   for archive database 


 One day Range and Cassette has no second label


 One day Range and Cassette has second label (sample ID)


 One day Range and Cassette has second label (LIMS)


 Two day Range and Cassette has no second label


 Two day Range and Cassette has second label (sample ID)


 Two day Range and Cassette has second label (LIMS)


 One Month Range and Cassette has no second label


 One Month Range and Cassette has second label (sample ID)


 One Month Range and Cassette has second label (LIMS)


  


 Fresh install  2.3.1.15 > 2.3.1.16> 2.3.3.x"
,,,,Verification,GDP-Verfication-1327,Test 0002 Active Database - One Day Range selection  and cassette has no sample ID or LIMS,"This test case is to test that, in Technician page, Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1408,Test 0038 Active Database - One Day Range selection  and cassette has no sample ID or LIMS,"This test case is to test that, in Technician page, Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4:  Install 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1371,Test 0020 Active Database - One Day Range selection  and cassette has no sample ID or LIMS,"This test case is to test that, in Technician page, Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 

Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1351,Test 0029 Archive Database - One Day Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1410,Test 0046 Archive Database - One Day Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1398,Test 0011 Archive Database - One Day Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1348,Test 0008 Active Database - Month Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1377,Test 0026 Active Database - Month Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1387,Test 0044 Active Database - Month Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1352,Test 0017 Archive Database - Month Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1396,Test 0035 Archive Database - Month Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1404,Test 0052 Archive Database - Month Range selection  and cassette has no sample ID or LIMS,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1345,Test 0005 Active Database - Two Days Range selection  and cassette has no sample ID or LIMS,"This test case is to test that custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Please open this link  GDP-TXT-98  to see Active Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1374,Test 0023 Active Database - Two Days Range selection  and cassette has no sample ID or LIMS,"This test case is to test that custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1384,Test 0041 Active Database - Two Days Range selection  and cassette has no sample ID or LIMS,"This test case is to test that custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1353,Test 0014 Archive Database - Two Days Range selection  and cassette has no sample ID or LIMS,"This test case is to test that custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Archive Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1395,Test 0032 Archive Database - Two Days Range selection  and cassette has no sample ID or LIMS,"This test case is to test that custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1401,Test 0049 Archive Database - Two Days Range selection  and cassette has no sample ID or LIMS,"This test case is to test that custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1343,Test 0003 Active Database - One Day Range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1372,Test 0021 Active Database - One Day Range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1382,Test 0039 Active Database - One Day Range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1354,Test 0012 Archive Database - One Day Range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  too see Archive Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1392,Test 0030 Archive Database - One Day Range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1399,Test 0047 Archive Database - One Day Range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1349,Test 0009 Active Database - Month  Range selection and a cassette has a sample ID label,"This test case is to test that, in Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details 


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1378,Test 0027 Active Database - Month  Range selection and a cassette has a sample ID label,"This test case is to test that, in Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1409,Test 0045 Active Database - Month  Range selection and a cassette has a sample ID label,"This test case is to test that, in Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1355,Test 0018 Archive Database - Month  Range selection and a cassette has a sample ID label,"This test case is to test that, in Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1405,Test 0036 Archive Database - Month  Range selection and a cassette has a sample ID label,"This test case is to test that, in Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1412,Test 0053 Archive Database - Month  Range selection and a cassette has a sample ID label,"This test case is to test that, in Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1346,Test 0006 Active Database - Two days range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1375,Test 0024 Active Database - Two days range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1385,Test 0042 Active Database - Two days range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1356,Test 0015 Archive Database - Two days range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Archive Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1411,Test 0050 Archive Database - Two days range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1397,Test 0033 Archive Database - Two days range selection and a cassette has a sample ID label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
